make,model,variant,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age,best_resale,seats_cat
Maruti,Swift,VDI BSIV,2.7,110000 - 120000 Km,Diesel,Individual,Manual,2nd owner,17.8,1.25,74.0,5.0,13.0,yes,5andBelow
Hyundai,Xcent,1.2 KAPPA S,3.75,50000 - 60000 Km,Petrol,Individual,Manual,1st owner,19.1,1.2,81.86,5.0,7.0,yes,5andBelow
Mahindra,Xylo,D2,3.0,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,13.0,2.49,95.0,8.0,12.0,yes,btwn6and8
Mahindra,Bolero,POWER PLUS SLX,5.8,90000 - 100000 Km,Diesel,Individual,Manual,2nd owner,15.96,2.52,62.1,7.0,6.0,yes,btwn6and8
Hyundai,Verna,1.4 CRDI,5.5,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,16.8,1.58,126.0,5.0,8.0,yes,5andBelow
Maruti,Ciaz,ZDI PLUS SHVS,7.5,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,88.5,5.0,6.0,yes,5andBelow
Maruti,Omni,E MPI STD BS IV,2.5,60000 - 70000 Km,Petrol,Individual,Manual,1st owner,14.0,0.8,34.2,5.0,8.0,yes,5andBelow
Hyundai,Verna,1.6 SX,4.35,230000 - 240000 Km,Diesel,Individual,Manual,2nd owner,16.8,1.58,126.0,5.0,10.0,yes,5andBelow
Mercedes-Benz,E-Class,280 CDI,9.0,70000 - 80000 Km,Diesel,Dealer,Automatic,1st owner,15.96,1.95,192.0,5.0,15.0,No,5andBelow
Maruti,Swift,ZDI,6.85,60000 - 70000 Km,Diesel,Dealer,Manual,1st owner,17.8,1.25,74.0,5.0,6.0,yes,5andBelow
Maruti,Swift,VDI BSIV,5.4,60000 - 70000 Km,Diesel,Dealer,Manual,1st owner,17.8,1.25,74.0,5.0,8.0,yes,5andBelow
Honda,City,I-VTEC CVT ZX,11.65,10000 - 20000 Km,Petrol,Dealer,Automatic,Test Drive Car,12.0,1.5,116.3,5.0,4.0,yes,5andBelow
Ford,Ecosport,1.5 DV5 MT TITANIUM OPTIONAL,6.1,70000 - 80000 Km,Diesel,Dealer,Manual,1st owner,21.7,1.5,89.84,5.0,8.0,No,5andBelow
Hyundai,EON,ERA,2.55,20000 - 30000 Km,Petrol,Dealer,Manual,1st owner,21.1,0.81,55.2,5.0,11.0,yes,5andBelow
Nissan,Micra,ACTIVE XV,2.8,60000 - 70000 Km,Petrol,Dealer,Manual,1st owner,18.06,1.2,67.04,5.0,8.0,No,5andBelow
Tata,Tiago,1.2 REVOTRON XT,3.7,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,23.84,1.2,84.0,5.0,5.0,yes,5andBelow
Tata,New Safari,DICOR 2.2 EX 4X2,4.6,70000 - 80000 Km,Diesel,Individual,Manual,2nd owner,11.57,2.18,138.0,7.0,11.0,yes,btwn6and8
Maruti,Zen,LX,0.42,60000 - 70000 Km,Petrol,Individual,Manual,3rd owner,16.899999999999938,0.9899999999999964,59.99999999999979,5.0,24.0,yes,5andBelow
Maruti,Zen,LX,0.42,60000 - 70000 Km,Petrol,Individual,Manual,3rd owner,16.89999999999997,0.9899999999999982,59.99999999999989,5.0,24.0,yes,5andBelow
Fiat,Linea,ACTIVE (DIESEL),1.9,70000 - 80000 Km,Diesel,Individual,Manual,3rd owner,20.4,1.25,91.2,5.0,11.0,No,5andBelow
Fiat,Punto,1.4 EMOTION,1.65,90000 - 100000 Km,Petrol,Individual,Manual,4th & above owner,15.7,1.17,67.0,5.0,12.0,No,5andBelow
Ford,EcoSport,1.5 DIESEL TREND PLUS BSIV,7.1,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,22.77,1.5,98.59,5.0,5.0,No,5andBelow
Hyundai,Creta,1.6 SX OPTION,12.0,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,14.8,1.59,121.3,5.0,4.0,yes,5andBelow
Maruti,Zen,ESTILO LXI BS IV,2.3,60000 - 70000 Km,Petrol,Individual,Manual,1st owner,16.899999999999984,0.9899999999999991,59.99999999999994,5.0,11.0,yes,5andBelow
Renault,KWID,RXT,3.1,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,23.01,0.8,53.3,5.0,4.0,No,5andBelow
Maruti,Wagon,R VXI BS IV,3.2,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,18.9,1.0,67.0,5.0,7.0,yes,5andBelow
Maruti,800,AC,1.0,50000 - 60000 Km,Petrol,Individual,Manual,1st owner,16.1,0.8,37.0,4.0,16.0,yes,5andBelow
Hyundai,Verna,CRDI,1.6,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,16.8,1.58,126.0,5.0,13.0,yes,5andBelow
Maruti,800,AC BSIII,0.6,50000 - 60000 Km,Petrol,Individual,Manual,1st owner,16.1,0.8,37.0,4.0,15.0,yes,5andBelow
Tata,Indigo,LS,1.0,190000 - 200000 Km,Diesel,Individual,Manual,3rd owner,19.09,1.4,69.0,5.0,10.0,yes,5andBelow
Renault,Duster,110PS DIESEL RXZ AWD,7.0,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,19.01,1.46,83.8,5.0,5.0,No,5andBelow
Maruti,Alto,K10 VXI,3.0,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,19.7,0.8,46.3,5.0,5.0,yes,5andBelow
Hyundai,i20,1.4 ASTA OPTION,8.3,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,21.9,1.4,88.73,5.0,4.0,yes,5andBelow
Hyundai,Verna,1.6 SX VTVT (O),6.0,40000 - 50000 Km,Petrol,Individual,Manual,2nd owner,13.899999999999999,1.59,105.49999999999791,5.0,8.0,yes,5andBelow
Maruti,Zen,ESTILO 1.1 LXI BSIII,1.2,80000 - 90000 Km,Petrol,Individual,Manual,1st owner,16.89999999999999,0.9899999999999995,59.99999999999997,5.0,15.0,yes,5andBelow
Hyundai,Verna,TRANSFORM VTVT,2.3,60000 - 70000 Km,Petrol,Individual,Manual,1st owner,13.899999999999999,1.59,105.49999999999895,5.0,12.0,yes,5andBelow
Hyundai,i20,MAGNA OPTIONAL 1.4 CRDI,4.0,90000 - 100000 Km,Diesel,Individual,Manual,1st owner,21.9,1.4,88.73,5.0,9.0,yes,5andBelow
Maruti,Gypsy,KING HARD TOP AMBULANCE BSIV,3.0,60000 - 70000 Km,Petrol,Individual,Manual,2nd owner,11.96,1.3,80.0,8.0,17.0,yes,btwn6and8
Ford,Figo,DIESEL CELEBRATION EDITION,3.0,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,20.0,1.4,68.0,5.0,9.0,No,5andBelow
Ford,Fiesta,1.4 SXI TDCI,0.8,170000 - 180000 Km,Diesel,Individual,Manual,2nd owner,17.8,1.4,67.0,5.0,13.0,No,5andBelow
Maruti,800,AC,0.8,40000 - 50000 Km,Petrol,Individual,Manual,2nd owner,16.1,0.8,37.0,4.0,14.0,yes,5andBelow
Tata,Indica,VISTA QUADRAJET LS,3.0,100000 - 110000 Km,Diesel,Individual,Manual,1st owner,17.0,1.25,53.5,5.0,10.0,yes,5andBelow
Maruti,Baleno,ZETA AUTOMATIC,7.0,20000 - 30000 Km,Petrol,Individual,Automatic,1st owner,15.399999999999999,1.2,83.0,5.0,4.0,yes,5andBelow
Maruti,Vitara,BREZZA ZDI PLUS,9.75,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,24.3,1.25,88.5,5.0,6.0,yes,5andBelow
Chevrolet,Captiva,LT,5.0,120000 - 130000 Km,Diesel,Individual,Manual,1st owner,11.5,1.99,147.9,7.0,13.0,No,btwn6and8
Renault,Duster,85PS DIESEL RXL OPTIONAL,5.5,70000 - 80000 Km,Diesel,Individual,Manual,2nd owner,19.01,1.46,83.8,5.0,9.0,No,5andBelow
Nissan,Terrano,XV PREMIUM 110 PS,5.5,100000 - 110000 Km,Diesel,Individual,Manual,2nd owner,19.01,1.46,83.8,5.0,8.0,No,5andBelow
Maruti,Alto,K10 2010-2014 VXI,2.4,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,19.7,0.8,46.3,5.0,8.0,yes,5andBelow
Maruti,800,STD,0.5,70000 - 80000 Km,Petrol,Individual,Manual,2nd owner,16.1,0.8,37.0,4.0,25.0,yes,5andBelow
Maruti,Alto,800 LXI,9.0,50000 - 60000 Km,Petrol,Individual,Manual,2nd owner,19.7,0.8,46.3,5.0,9.0,yes,5andBelow
Honda,City,1.5 V MT,2.5,80000 - 90000 Km,Petrol,Individual,Manual,2nd owner,12.0,1.5,116.3,5.0,13.0,yes,5andBelow
Renault,KWID,1.0 RXT OPTIONAL,2.8,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,23.01,0.8,53.3,5.0,5.0,No,5andBelow
Tata,Indica,VISTA TERRA QUADRAJET 1.3L BS IV,0.85,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,17.0,1.25,53.5,5.0,12.0,yes,5andBelow
Tata,Indica,VISTA TERRA 1.4 TDI,0.9,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,17.0,1.25,53.5,5.0,11.0,yes,5andBelow
Chevrolet,Enjoy,TCDI LT 8 SEATER,5.0,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,18.2,1.25,73.74,7.0,7.0,No,btwn6and8
Maruti,800,STD,2.0,50000 - 60000 Km,Petrol,Individual,Manual,1st owner,16.1,0.8,37.0,4.0,9.0,yes,5andBelow
Renault,KWID,RXT,2.5,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,23.01,0.8,53.3,5.0,7.0,No,5andBelow
Maruti,Swift Dzire,VDI,1.85,30000 - 40000 Km,Diesel,Individual,Manual,3rd owner,23.4,1.25,74.0,5.0,8.0,yes,5andBelow
Hyundai,i10,MAGNA 1.1,1.0,50000 - 60000 Km,Petrol,Individual,Manual,2nd owner,19.81,1.09,68.05,5.0,14.0,yes,5andBelow
Mahindra,Xylo,E9,3.0,290000 - 300000 Km,Diesel,Individual,Manual,1st owner,13.0,2.49,95.0,8.0,10.0,yes,btwn6and8
Hyundai,EON,ERA PLUS,2.25,70000 - 80000 Km,Petrol,Individual,Manual,1st owner,21.1,0.81,55.2,5.0,7.0,yes,5andBelow
Maruti,Alto,K10 VXI,3.2,40000 - 50000 Km,Petrol,Individual,Manual,2nd owner,19.7,0.8,46.3,5.0,5.0,yes,5andBelow
Tata,Indigo,CR4,1.35,150000 - 160000 Km,Diesel,Individual,Manual,3rd owner,19.09,1.4,69.0,5.0,10.0,yes,5andBelow
Toyota,Innova,2.5 G (DIESEL) 7 SEATER BS IV,4.0,390000 - 400000 Km,Diesel,Individual,Manual,3rd owner,12.8,2.49,100.6,7.0,16.0,yes,btwn6and8
Nissan,Sunny,XL,6.0,10000 - 20000 Km,Petrol,Dealer,Manual,1st owner,16.95,1.5,97.7,5.0,6.0,No,5andBelow
Renault,Duster,85PS DIESEL RXL PLUS,5.7,60000 - 70000 Km,Diesel,Dealer,Manual,1st owner,19.01,1.46,83.8,5.0,9.0,No,5andBelow
Mahindra,XUV500,W6 2WD,8.5,80000 - 90000 Km,Diesel,Dealer,Manual,1st owner,15.1,2.18,140.0,7.0,9.0,yes,btwn6and8
Ford,Ecosport,1.5 DV5 MT TITANIUM,5.8,60000 - 70000 Km,Diesel,Dealer,Manual,2nd owner,21.7,1.5,89.84,5.0,8.0,No,5andBelow
Toyota,Fortuner,3.0 DIESEL,16.8,120000 - 130000 Km,Diesel,Dealer,Manual,1st owner,11.36,2.76,169.0,7.0,10.0,yes,btwn6and8
Chevrolet,Spark,1.0 LT,1.8,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,16.2,1.0,62.0,5.0,12.0,No,5andBelow
Tata,Tiago,1.2 REVOTRON XE,3.0,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,23.84,1.2,84.0,5.0,5.0,yes,5andBelow
Maruti,Alto,K10 VXI,2.32,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,19.7,0.8,46.3,5.0,4.0,yes,5andBelow
Hyundai,Grand,I10 ASTA OPTION,4.95,0 - 10000 Km,Petrol,Individual,Manual,1st owner,17.0,1.2,81.85999999999999,5.0,5.0,yes,5andBelow
Maruti,Ciaz,VXI,7.0,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,16.0,1.37,91.0,5.0,8.0,yes,5andBelow
Datsun,GO,PLUS T BSIV,4.0,0 - 10000 Km,Petrol,Individual,Manual,2nd owner,19.44,1.2,67.0,5.0,4.0,No,5andBelow
Mahindra,Xylo,H4,5.99,10000 - 20000 Km,Diesel,Individual,Manual,3rd owner,13.0,2.49,95.0,8.0,3.0,yes,btwn6and8
Renault,Duster,85PS DIESEL RXL OPTIONAL,4.21,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,19.01,1.46,83.8,5.0,9.0,No,5andBelow
Ford,EcoSport,1.5 DIESEL TREND BSIV,8.41,0 - 10000 Km,Diesel,Individual,Manual,1st owner,22.77,1.5,98.59,5.0,4.0,No,5andBelow
Hyundai,i10,MAGNA 1.1L,2.95,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,19.81,1.09,68.05,5.0,8.0,yes,5andBelow
Hyundai,i10,SPORTZ,2.2,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,19.81,1.09,68.05,5.0,11.0,yes,5andBelow
Ford,Classic,1.4 DURATORQ LXI,2.5,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,19.68,1.4,67.0,5.0,9.0,No,5andBelow
Toyota,Fortuner,3.0 DIESEL,11.0,100000 - 110000 Km,Diesel,Individual,Manual,2nd owner,11.36,2.76,169.0,7.0,13.0,yes,btwn6and8
Hyundai,Verna,1.6 VTVT,3.0,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,13.899999999999999,1.59,105.49999999999947,5.0,10.0,yes,5andBelow
Hyundai,EON,MAGNA PLUS,2.45,10000 - 20000 Km,Petrol,Dealer,Manual,1st owner,21.1,0.81,55.2,5.0,10.0,yes,5andBelow
Ford,EcoSport,1.5 TDCI TITANIUM BSIV,6.5,20000 - 30000 Km,Diesel,Dealer,Manual,1st owner,22.77,1.5,98.59,5.0,6.0,No,5andBelow
Ford,Ecosport,1.5 DIESEL TITANIUM,7.6,40000 - 50000 Km,Diesel,Dealer,Manual,1st owner,21.7,1.5,89.84,5.0,5.0,No,5andBelow
Honda,Amaze,S I-DTECH,3.95,40000 - 50000 Km,Diesel,Dealer,Manual,1st owner,24.7,1.5,98.6,5.0,8.0,yes,5andBelow
Ford,Figo,DIESEL EXI,2.8,80000 - 90000 Km,Diesel,Dealer,Manual,2nd owner,20.0,1.4,68.0,5.0,8.0,No,5andBelow
Toyota,Innova,2.5 GX 8 STR BSIV,4.2,340000 - 350000 Km,Diesel,Dealer,Manual,1st owner,12.8,2.49,100.6,7.0,13.0,yes,btwn6and8
Tata,New Safari,DICOR 2.2 VX 4X2,2.1,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,11.57,2.18,138.0,7.0,12.0,yes,btwn6and8
Hyundai,i20,ACTIVE 1.2 S,6.5,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,17.4,1.2,81.83,5.0,4.0,yes,5andBelow
BMW,3-Series,320D LUXURY LINE,23.0,30000 - 40000 Km,Diesel,Individual,Automatic,1st owner,15.4,2.0,184.0,5.0,4.0,No,5andBelow
Ford,Freestyle,TITANIUM PLUS DIESEL BSIV,5.25,10000 - 20000 Km,Diesel,Individual,Manual,1st owner,23.8,1.5,98.63,5.0,3.0,No,5andBelow
Maruti,Ertiga,SHVS VDI,6.5,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,20.77,1.25,88.5,7.0,6.0,yes,btwn6and8
Mahindra,TUV,300 T6 PLUS,5.4,100000 - 110000 Km,Diesel,Individual,Manual,1st owner,18.49,1.49,100.0,7.0,7.0,yes,btwn6and8
Maruti,Alto,800 LXI,1.8,60000 - 70000 Km,Petrol,Individual,Manual,1st owner,19.7,0.8,46.3,5.0,8.0,yes,5andBelow
Maruti,Ertiga,SHVS ZDI PLUS,9.8,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,20.77,1.25,88.5,7.0,4.0,yes,btwn6and8
Fiat,Grande,PUNTO EVO 90HP 1.3 SPORT,2.5,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,20.3,1.25,75.0,5.0,8.0,No,5andBelow
Hyundai,Grand,I10 1.2 KAPPA SPORTZ AT,5.5,30000 - 40000 Km,Petrol,Individual,Automatic,1st owner,17.0,1.2,81.85999999999999,5.0,4.0,yes,5andBelow
Volkswagen,Vento,1.6 HIGHLINE,5.1,40000 - 50000 Km,Petrol,Individual,Manual,2nd owner,14.293017578125001,1.2,103.0,5.0,7.0,No,5andBelow
Maruti,Alto,K10 LXI,3.2,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,19.7,0.8,46.3,5.0,5.0,yes,5andBelow
Hyundai,EON,D LITE,2.75,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,21.1,0.81,55.2,5.0,6.0,yes,5andBelow
Mahindra,XUV500,W8 2WD,5.5,220000 - 230000 Km,Diesel,Individual,Manual,1st owner,15.1,2.18,140.0,7.0,9.0,yes,btwn6and8
Maruti,Wagon,R VXI MINOR,1.45,40000 - 50000 Km,Petrol,Individual,Manual,2nd owner,18.9,1.0,67.0,5.0,13.0,yes,5andBelow
Fiat,Grande,PUNTO EMOTION 90HP,2.5,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,20.3,1.25,75.0,5.0,9.0,No,5andBelow
Hyundai,Verna,1.6 SX,5.2,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,16.8,1.58,126.0,5.0,10.0,yes,5andBelow
Maruti,Alto,LXI,0.95,80000 - 90000 Km,Petrol,Individual,Manual,2nd owner,19.7,0.8,46.3,5.0,15.0,yes,5andBelow
Toyota,Innova,2.5 V DIESEL 7-SEATER,7.25,100000 - 110000 Km,Diesel,Individual,Manual,3rd owner,12.8,2.49,100.6,7.0,11.0,yes,btwn6and8
Maruti,800,AC,0.55,60000 - 70000 Km,Petrol,Individual,Manual,2nd owner,16.1,0.8,37.0,4.0,16.0,yes,5andBelow
Honda,City,I DTEC VX,6.0,90000 - 100000 Km,Diesel,Individual,Manual,1st owner,25.1,1.5,98.6,5.0,8.0,yes,5andBelow
Volkswagen,Vento,NEW DIESEL HIGHLINE,3.3,110000 - 120000 Km,Diesel,Individual,Manual,2nd owner,20.54,1.5,103.6,5.0,9.0,No,5andBelow
Maruti,Swift Dzire,VDI,4.7,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,23.4,1.25,74.0,5.0,7.0,yes,5andBelow
Maruti,Swift,ZDI,3.65,110000 - 120000 Km,Diesel,Individual,Manual,1st owner,17.8,1.25,74.0,5.0,9.0,yes,5andBelow
Hyundai,EON,MAGNA PLUS,2.5,30000 - 40000 Km,Petrol,Individual,Manual,2nd owner,21.1,0.81,55.2,5.0,9.0,yes,5andBelow
Maruti,Wagon,R VXI BS IV,4.3,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,18.9,1.0,67.0,5.0,5.0,yes,5andBelow
Maruti,Swift,VDI,4.0,120000 - 130000 Km,Diesel,Individual,Manual,2nd owner,17.8,1.25,74.0,5.0,9.0,yes,5andBelow
Maruti,Swift Dzire,ZXI,6.15,100000 - 110000 Km,Petrol,Individual,Manual,2nd owner,19.099999999999994,1.2,83.14,5.0,7.0,yes,5andBelow
Ford,Figo,DIESEL TITANIUM,1.5,110000 - 120000 Km,Diesel,Individual,Manual,2nd owner,20.0,1.4,68.0,5.0,11.0,No,5andBelow
Ford,Figo,DIESEL ZXI,2.4,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,20.0,1.4,68.0,5.0,8.0,No,5andBelow
Mahindra,Scorpio,S10 7 SEATER,8.0,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,11.79,2.18,120.0,7.0,8.0,yes,btwn6and8
Ford,Ecosport,1.5 DV5 MT TITANIUM,6.0,80000 - 90000 Km,Diesel,Individual,Manual,2nd owner,21.7,1.5,89.84,5.0,8.0,No,5andBelow
Mahindra,Scorpio,LX,8.0,10000 - 20000 Km,Diesel,Individual,Manual,1st owner,11.79,2.18,120.0,7.0,8.0,yes,btwn6and8
Honda,City,1.5 V MT,3.0,60000 - 70000 Km,Petrol,Individual,Manual,2nd owner,12.0,1.5,116.3,5.0,11.0,yes,5andBelow
Tata,Sumo,GOLD EX BSIII,3.99,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,13.55,1.95,69.01,7.0,7.0,yes,btwn6and8
Mahindra,Bolero,DI,3.0,100000 - 110000 Km,Diesel,Individual,Manual,1st owner,15.96,2.52,62.1,7.0,11.0,yes,btwn6and8
Maruti,A-Star,AT VXI,1.5,60000 - 70000 Km,Petrol,Individual,Automatic,1st owner,19.0,1.0,66.1,5.0,10.0,yes,5andBelow
Chevrolet,Cruze,LTZ,3.2,50000 - 60000 Km,Diesel,Individual,Manual,3rd owner,14.81,1.99,35.5,5.0,12.0,No,5andBelow
Tata,Hexa,XM,12.8,10000 - 20000 Km,Diesel,Individual,Manual,1st owner,17.6,2.18,153.86,7.0,4.0,yes,btwn6and8
Renault,KWID,1.0 RXT OPTIONAL,3.0,10000 - 20000 Km,Petrol,Individual,Manual,2nd owner,23.01,0.8,53.3,5.0,5.0,No,5andBelow
Nissan,Terrano,XL PLUS ICC WT20 SE,10.0,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,19.01,1.46,83.8,5.0,6.0,No,5andBelow
Mitsubishi,Pajero,SPORT 4X4,10.9,110000 - 120000 Km,Diesel,Individual,Manual,2nd owner,10.458984375,2.48,175.56,7.0,10.0,No,btwn6and8
Tata,New Safari,DICOR 2.2 GX 4X2 BS IV,4.5,90000 - 100000 Km,Diesel,Individual,Manual,2nd owner,11.57,2.18,138.0,7.0,10.0,yes,btwn6and8
Maruti,Swift Dzire,ZXI,5.0,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,19.099999999999998,1.2,83.14,5.0,9.0,yes,5andBelow
Tata,Indigo,CR4,2.0,110000 - 120000 Km,Diesel,Individual,Manual,2nd owner,19.09,1.4,69.0,5.0,10.0,yes,5andBelow
Maruti,Alto,LXI,0.6,90000 - 100000 Km,Petrol,Individual,Manual,2nd owner,19.7,0.8,46.3,5.0,16.0,yes,5andBelow
Maruti,Alto,K10 VXI,1.55,50000 - 60000 Km,Petrol,Individual,Manual,1st owner,19.7,0.8,46.3,5.0,7.0,yes,5andBelow
Maruti,Swift,VXI,6.0,0 - 10000 Km,Petrol,Individual,Manual,1st owner,18.6,1.2,81.8,5.0,3.0,yes,5andBelow
Renault,KWID,RXE,3.0,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,23.01,0.8,53.3,5.0,6.0,No,5andBelow
Hyundai,Creta,1.6 E PLUS,8.5,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,14.8,1.59,121.3,5.0,4.0,yes,5andBelow
Ford,Figo,1.2P TITANIUM MT,6.0,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,15.6,1.2,70.0,5.0,3.0,No,5andBelow
Toyota,Innova,2.5 G (DIESEL) 7 SEATER,7.0,60000 - 70000 Km,Diesel,Individual,Manual,2nd owner,12.8,2.49,100.6,7.0,9.0,yes,btwn6and8
Maruti,Wagon,R LXI DUO BSIII,0.7,160000 - 170000 Km,Petrol + AltFuel,Individual,Manual,1st owner,25.2,1.0,57.5,5.0,15.0,yes,5andBelow
Toyota,Fortuner,3.0 DIESEL,12.5,200000 - 210000 Km,Diesel,Individual,Manual,2nd owner,11.36,2.76,169.0,7.0,12.0,yes,btwn6and8
Audi,A6,2.8 FSI,6.5,60000 - 70000 Km,Petrol,Individual,Automatic,3rd owner,9.7453125,1.8,187.74,5.0,14.0,No,5andBelow
Hyundai,Xcent,1.2 CRDI S,4.5,60000 - 70000 Km,Diesel,Individual,Manual,2nd owner,24.4,1.12,71.0,5.0,4.0,yes,5andBelow
Mahindra,XUV500,W8 2WD,7.5,90000 - 100000 Km,Diesel,Individual,Manual,2nd owner,15.1,2.18,140.0,7.0,8.0,yes,btwn6and8
Toyota,Innova,2.5 G (DIESEL) 7 SEATER,7.75,60000 - 70000 Km,Diesel,Individual,Manual,2nd owner,12.8,2.49,100.6,7.0,9.0,yes,btwn6and8
Hyundai,Santa,FE 4X4,8.0,210000 - 220000 Km,Diesel,Individual,Manual,1st owner,11.72,2.2,194.3,7.0,11.0,yes,btwn6and8
Honda,Amaze,E I-VTECH,3.6,70000 - 80000 Km,Petrol,Individual,Manual,2nd owner,17.8,1.2,87.0,5.0,7.0,yes,5andBelow
Toyota,Corolla,ALTIS DIESEL D4DG,2.5,110000 - 120000 Km,Diesel,Individual,Manual,1st owner,21.43,1.36,87.2,5.0,12.0,yes,5andBelow
Jeep,Compass,2.0 LONGITUDE OPTION BSIV,14.9,20000 - 30000 Km,Diesel,Individual,Manual,1st owner,16.3,1.96,170.0,5.0,5.0,No,5andBelow
Nissan,Terrano,XL 110 PS,6.0,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,19.01,1.46,83.8,5.0,9.0,No,5andBelow
Maruti,Alto,LX,1.2,80000 - 90000 Km,Petrol,Individual,Manual,1st owner,19.7,0.8,46.3,5.0,12.0,yes,5andBelow
Tata,New Safari,DICOR 2.2 EX 4X2,3.2,130000 - 140000 Km,Diesel,Individual,Manual,2nd owner,11.57,2.18,138.0,7.0,10.0,yes,btwn6and8
Mahindra,Thar,4X2,4.0,110000 - 120000 Km,Diesel,Individual,Manual,2nd owner,14.0,2.5,105.0,6.0,11.0,yes,btwn6and8
Maruti,Swift Dzire,ZDI,3.02,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,23.4,1.25,74.0,5.0,7.0,yes,5andBelow
Maruti,Swift Dzire,LXI OPTION,1.5,50000 - 60000 Km,Petrol,Individual,Manual,2nd owner,19.1,1.2,83.14,5.0,8.0,yes,5andBelow
Tata,Indica,VISTA AURA PLUS 1.3 QUADRAJET,2.0,80000 - 90000 Km,Diesel,Individual,Manual,2nd owner,17.0,1.25,53.5,5.0,10.0,yes,5andBelow
Maruti,Swift,VDI BSIII,1.2,170000 - 180000 Km,Diesel,Individual,Manual,2nd owner,17.8,1.25,74.0,5.0,14.0,yes,5andBelow
Mahindra,XUV500,W7 BSIV,14.0,0 - 10000 Km,Diesel,Individual,Manual,1st owner,15.1,2.18,140.0,7.0,3.0,yes,btwn6and8
Hyundai,i20,1.2 ASTA OPTION,6.2,60000 - 70000 Km,Petrol,Individual,Manual,1st owner,17.4,1.2,81.83,5.0,5.0,yes,5andBelow
Toyota,Innova,2.5 GX 8 STR BSIV,4.49,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,12.8,2.49,100.6,7.0,10.0,yes,btwn6and8
Hyundai,Grand,I10 1.2 KAPPA SPORTZ BSIV,6.0,0 - 10000 Km,Petrol,Individual,Manual,1st owner,17.0,1.2,81.85999999999999,5.0,4.0,yes,5andBelow
Maruti,Baleno,RS 1.0 PETROL,5.5,60000 - 70000 Km,Petrol,Individual,Manual,1st owner,15.399999999999999,1.2,83.0,5.0,4.0,yes,5andBelow
Skoda,Rapid,1.5 TDI AMBITION,3.6,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,20.5,1.5,103.51998046874999,5.0,8.0,No,5andBelow
Skoda,Superb,LK 1.8 TSI AT,6.5,50000 - 60000 Km,Petrol,Dealer,Automatic,1st owner,12.799218750000001,1.8,176.703125,5.0,10.0,No,5andBelow
Ford,Fiesta,1.5 TDCI TITANIUM,1.99,90000 - 100000 Km,Diesel,Dealer,Manual,3rd owner,17.8,1.4,67.0,5.0,10.0,No,5andBelow
